sentence	question	label
S0: Microorganisms and viruses that cause infectious disease are pathogens . So, pathogens is the term for disease-causing agents, such as bacteria and viruses.	Is S0 true or false?	0
S0: Like human skin, Graftskin has two primary layers, a dermis and an epidermis. So, the skin is made of two layers: epidermis and dermis.	Is S0 true or false?	0
S0: Lithium has three protons and three electrons. So, lithium has three electrons.	Is S0 true or false?	0
S0: Brass is a common alloy made by combining Copper and Zinc. So, brass alloy is made from copper and zinc.	Is S0 true or false?	0
S0: Different functions of the body are controlled by different parts of the brain. So, not surprisingly, controlling flight is the function of the most developed part of a bird's brain.	Is S0 true or false?	1
S0: The brain is the most delicate organ in the body. So, the brain is harmed if you get meningitis.	Is S0 true or false?	1
S0: E is a noble gas So, neon is an example of noble gas.	Is S0 true or false?	1
S0: Proton A hydrogen atom contains one proton and one electron. So, there are one electrons in the hydrogen atom.	Is S0 true or false?	0
S0: We have 46 chromosomes, or 23 pairs of chromosomes. So, humans typically have 23 pairs pairs of chromosomes.	Is S0 true or false?	0
S0: The speed of sound depends on the properties of the medium through which the wave travels. So, the speed of sound depends on medium.	Is S0 true or false?	0
S0: and respiratory rate, 20 breaths per minute. So, the normal respiratory rate per minute in adult humans is 12-18 breaths.	Is S0 true or false?	1
S0: Sperm cells are usually motile, having a single flagellum . So, in humans, the sperm cell is the only cell with the flagella structure that enables motility.	Is S0 true or false?	0
S0: This element should be implement-ed after most of the other, more easily implemented elements are in place. So, reactive elements are able to combine more easily with other elements.	Is S0 true or false?	1
S0: Liquid nitrogen is used for cooling. So, liquid nitrogen is used for cooling detectors of infrared telescopes.	Is S0 true or false?	1
S0: Falling on couches is a significant point. So, zeroes that show only where the decimal point falls are not significant.	Is S0 true or false?	1
S0: In a compound, the atoms of the constituent substances are connected atom-to-atom by chemical bonds. So, the atoms of a compound are held together by chemical bonds.	Is S0 true or false?	0
S0: The pulmonary component of the second heart sound becomes loud. So, amplified, it becomes louder happens do the sound during a resonance.	Is S0 true or false?	1
S0: This indicates that the cavitation formation is stable. So, you call the formation of a water vapor pocket cavitation.	Is S0 true or false?	1
S0: The gas here is in atomic hydrogen form. So, hydrogen is in gas form at room temperature.	Is S0 true or false?	1
S0: The ultimate source of energy for most living organisms is the sun. So, ultimately, most life forms get their energy from the sun.	Is S0 true or false?	0
S0: Thunderstorms dropped from 1.5 to 2 inches of rain, causing localized urban and small stream flooding. So, a stream flooding is most likely caused by a thunderstorm.	Is S0 true or false?	0
S0: Rats are generally large rodents. So, the name of the group that rats are a part of is rodents.	Is S0 true or false?	0
S0: The solid waste leaves the body through the anus. So, solid waste is eliminated from the body through the anus.	Is S0 true or false?	0
S0: To many people, the most familiar forms of renewable energy are the wind and the sun. So, ultimately, most life forms get their energy from the sun.	Is S0 true or false?	1
S0: There have been five mass extinctions in Earth's history. So, five mass distinctions have radically altered the history of life.	Is S0 true or false?	0
S0: Motion is a change in position (in progress). So, in science, motion is defined as a change in position.	Is S0 true or false?	0
S0: This rod-like strucxture is the notochord, the progenitor of the backbone or vertebral column. So, backbone is another name for the vertebral column.	Is S0 true or false?	0
S0: Mudflows Mudflows are powerful &quot;rivers&quot; of mud that can move faster than people can walk or run. So, a sudden flow of mud is called a(n) mudflow.	Is S0 true or false?	0
S0: Vectors have both a magnitude and a direction. So, vector is a measure that has both size and direction.	Is S0 true or false?	0
S0: Like charges repel one another while opposite charges attract one another. So, opposite charges attract one another.	Is S0 true or false?	0
S0: The composition of air is approximately 21% oxygen, 78% nitrogen, and 1% argon. So, nitrogen, oxygen and argon are the three most common elements in the air we breathe.	Is S0 true or false?	0
S0: dB stands for decibels, a measurement of the intensity, or loudness, of a sound. So, decibel is the term used to measure the intensity of sound waves.	Is S0 true or false?	0
S0: In contrast to carbon, nitrogen is one of the most inert of elements while in the animal organism. So, carbon is the most found element in living organisms.	Is S0 true or false?	1
S0: herbivores Term pertaining to a heterotroph , usually an animal, that eats plants or algae. So, herbivores are heterotrophs that eat only or mainly plants.	Is S0 true or false?	0
S0: Growing plants and food without use of industrial-processed nutrients. So, using nutrients and growing are common to all living things.	Is S0 true or false?	1
S0: Some deer carry ticks that may leave behind the Borrelia burgdorferi bacterium, which causes Lyme disease. So, lyme disease is caused by bacteria.	Is S0 true or false?	0
S0: The retina is lined with 130 million special light and color receptor cells called rods and cones . So, the light-sensing cells in the retina are called rods and cones.	Is S0 true or false?	0
S0: The main components of rastra are cement, water and expanded polystyrene. So, water is the main component of milk.	Is S0 true or false?	1
S0: Osteoporosis is caused by a lack of calcium intake. So, too little calcium can cause the disease osteoporosis.	Is S0 true or false?	0
S0: Simple and compound interest are studied. So, scissors are compound machines.	Is S0 true or false?	1
S0: Nitrogen is an essential nutrient for life and is naturally cycled through the land, water, and air. So, the water cycle involves movement of water between air and land.	Is S0 true or false?	1
S0: Failure to respond effectively to a failure of homeostasis can result in disease or death. So, if an organism's homeostasis is not maintained, the effect will be death or disease.	Is S0 true or false?	0
S0: Champaign reported 1.79 inches of precipitation, mostly in the form of freezing rain. So, most of the earth's freshwater is in the form of frozen.	Is S0 true or false?	1
S0: Almost all other organisms obtain their energy, directly or indirectly, from the sun. So, most of the energy used by living things comes either directly or indirectly from the sun.	Is S0 true or false?	0
